text,label,lang,id
El 43% de las ONG españolas ya son dirigidas por mujeres según el informe de Esade y PwC ,Business & Management,Spanish,Spain-2295
Agenda compartida entre el sector público y el sector privado,Government & Controls,Spanish,Spain-1536
PwC elegida Auditora más innovadora del año por el uso de la Inteligencia Artificial elegida ,Business & Management,Spanish,Spain-2303
86 abogados de PwC Tax & Legal reconocidos en el ranking ‘Best Lawyers’ ,Tax & Accounting,Spanish,Spain-2325
El sector inmobiliario afronta 2018 con optimismo pero con cautela por la dificultad por mantener la rentabilidad,Industry,Spanish,Spain-2267
Informe 2013 Cambio Climático Iberia 125,Business & Management,Spanish,Spain-1687
Contacte con Servicios Fiscales y Legales,Tax & Accounting,Spanish,Spain-1391
Asesoría legal y laboral servicios jurídicos,Business & Management,Spanish,Spain-2562
PwC incorpora a Ximo Vañó como  director del área laboral de Levante,Business & Management,Spanish,Spain-2049
"Álvaro Sánchez Herrero, Socio de PwC Tax & Legal Services",Tax & Accounting,Spanish,Spain-345
Videovigilancia protección de datos y control empresarial  protección de datos y control empresarial,Government & Controls,Spanish,Spain-1340
Breves Energía - Enero 2017,Industry,Spanish,Spain-1598
Consejos de Administración de empresas cotizadas. Décima edición,Business & Management,Spanish,Spain-2601
PwC lidera por séptimo año consecutivo el asesoramiento en transacciones en España en 2018 según los principales rankings ,Finance,Spanish,Spain-2308
Encuesta Mundial de la Empresa Familiar 2014,Business & Management,Spanish,Spain-1593
Las empresas cotizadas buscan nuevos perfiles  para sus consejos de administración,Business & Management,Spanish,Spain-1996
Informe Digital Auto Report 2020 elaborado por PwC ,Technology,Spanish,Spain-2332
Asesoramiento legal y fiscal,Tax & Accounting,Spanish,Spain-1190
El impulso al emprendimiento social clave para alcanzar los Objetivos de Desarrollo Sostenible ,Business & Management,Spanish,Spain-2346
Movilidad internacional,Business & Management,Spanish,Spain-2531
Contacta con Digital - Finanzas digitales,Technology,Spanish,Spain-1409
Los expertos y directivos piden al nuevo gobierno que no toque el Impuesto de Sociedades y una rebaja del IRPF en la próxima legislatura,Tax & Accounting,Spanish,Spain-2130
Pensiones,Finance,Spanish,Spain-2453
La inteligencia artificial y de cliente la digitalización la ciberseguridad y FinTech entre las diez tendencias que están transformando el sector financiero,Technology,Spanish,Spain-2144
Impacto significativo para las empresas españolas de las nuevas limitaciones a la deducibilidad de intereses propuestas en EE.UU,Tax & Accounting,Spanish,Spain-1317
PwC Tax and Legal Services analiza los efectos del nuevo convenio para evitar la doble imposición de España con EE.UU.,Tax & Accounting,Spanish,Spain-2551
Las previsiones hoteleras para la temporada Primavera – Semana Santa 2019 reflejan estabilidad y continuismo,Industry,Spanish,Spain-2298
Diversidad - Informe Anual 2017,Business & Management,Spanish,Spain-1209
XX Encuesta Mundial de CEOs - Telecomunicaciones,Technology,Spanish,Spain-1826
Dos de cada tres compañías industriales españolas se están quedando atrás en el proceso de digitalización,Technology,Spanish,Spain-2222
Riesgos financieros,Finance,Spanish,Spain-2581
Las empresas españolas mejoran su grado de digitalización y apuestan por el Internet de las cosas la Inteligencia Artificial y la robotización,Technology,Spanish,Spain-2176
Compensación y beneficios,Business & Management,Spanish,Spain-112
Encuesta sobre fraude y delito económico 2014,Government & Controls,Spanish,Spain-1681
Seguros,Finance,Spanish,Spain-2372
Juego online,Industry,Spanish,Spain-1134
Movilidad internacional,Business & Management,Spanish,Spain-2459
Programas Profesionales solidarios: Fundación PwC,Business & Management,Spanish,Spain-1180
¿Cómo deben adaptarse las empresas al nuevo marco jurídico del teletrabajo?,Business & Management,Spanish,Spain-960
Confianza del consumdior - Descarga,Industry,Spanish,Spain-2734
Reglamento Europeo de Protección de Datos. El Delegado de Protección de Datos Reglamento Europeo de Protección de Datos. ,Government & Controls,Spanish,Spain-1308
PwC y la UMA acuerdan la creación de un hub especializado en data analytics en su campus universitario,Technology,Spanish,Spain-2270
"Solución analítica para la prevención, detección y lucha contra el fraude",Government & Controls,Spanish,Spain-2407
XX Encuesta Mundial de CEOs - Sanidad,Industry,Spanish,Spain-1786
Las ciberseguridad se convierte en la principal preocupación de los inversores en todo el mundo,Technology,Spanish,Spain-2221
Encuesta Mundial de CEOs 2018 - Seguros,Finance,Spanish,Spain-1787
Innovación y cultura Innovación y cultura,Business & Management,Spanish,Spain-179
Encuesta mundial sobre fraude y delito económico 2018,Government & Controls,Spanish,Spain-2753
Fiscalidad internacional,Tax & Accounting,Spanish,Spain-2435
Gracias - Contacte - Tomorrow´s Assurance,Tax & Accounting,Spanish,Spain-2860
Empresa familiar,Business & Management,Spanish,Spain-185
Optimismo del consumidor - 2018 Global Consumer Insights Survey,Industry,Spanish,Spain-1973
ONG del conocimiento: Influir para el impacto social,Business & Management,Spanish,Spain-1521
Capital Humano,Business & Management,Spanish,Spain-270
XX Encuesta Mundial de CEOs - Petróleo y Gas,Industry,Spanish,Spain-1611
Contacta Seguros - Insurance Banana Skins 2019,Finance,Spanish,Spain-1367
PwC incorpora a Raquel Cabeza para reforzar sus servicios de prevención de blanqueo de capitales,Government & Controls,Spanish,Spain-2307
Tendencias del mercado inmobiliario Europa 2013,Industry,Spanish,Spain-1493
Webinar: Estados Unidos. Actualización sobre las últimas novedades de la reforma tributaria,Tax & Accounting,Spanish,Spain-1013
Temas candentes de la Ciberseguridad,Technology,Spanish,Spain-1698
"La transformación del sector inmobiliario, fundamental para  la recuperación de la economía española",Industry,Spanish,Spain-2001
Regresa el optimismo entre los CEOs sobre la evolución de la economía y de sus negocios en 2014,Business & Management,Spanish,Spain-2033
Análisis sobre las ayudas del Fondo de Recuperación Europeo,Government & Controls,Spanish,Spain-1537
Movilidad internacional,Business & Management,Spanish,Spain-186
Hábitos de consumo - 2018 Global Consumer Insights Survey,Industry,Spanish,Spain-1967
Contacta con Digital - People & Organization,Business & Management,Spanish,Spain-1403
Encuesta mundial sobre fraude y delito económico 2018,Government & Controls,Spanish,Spain-2588
Solución: Other Assurance,Tax & Accounting,Spanish,Spain-2868
Tendencias del Mercado Inmobiliario en Europa 2017,Industry,Spanish,Spain-1487
XXI Encuesta Mundial de CEOs,Business & Management,Spanish,Spain-2752
XIX Encuesta Mundial de CEOs - Sector Público,Government & Controls,Spanish,Spain-1448
Haz de la huella ambiental una ventaja competitiva para tu empresa,Business & Management,Spanish,Spain-2400
Los CEOs mundiales y españoles confirman la desaceleración de la economía global en 2020,Business & Management,Spanish,Spain-2329
Estrategias de sostenibilidad y crecimiento verde,Business & Management,Spanish,Spain-2381
"Eficiencia, gobierno corporativo y movilidad internacional, principales retos de los abogados de empresas en España",Government & Controls,Spanish,Spain-2055
Consultoría de Recursos Humanos,Business & Management,Spanish,Spain-2446
PwC renueva su dirección en España y apuesta por un equipo joven y con amplia experiencia internacional,Business & Management,Spanish,Spain-2105
Gracias - Global Innovation 1000 - 2017,Business & Management,Spanish,Spain-2425
Entretenimiento y medios,Industry,Spanish,Spain-1117
Asesoramiento al directivo,Business & Management,Spanish,Spain-2445
Encuesta mundial sobre fraude y delito económico 2018,Government & Controls,Spanish,Spain-2754
Impacto del Brexit en los Recursos Humanos: Qué hacer y por qué es urgente prepararse,Business & Management,Spanish,Spain-262
El futuro del sector logistico,Industry,Spanish,Spain-1875
Sostenibilidad y Cambio Climático,Business & Management,Spanish,Spain-222
Unión Bancaria el reto de ser digital y regulado,Finance,Spanish,Spain-1150
Observatorio de la Industria Hotelera Española - Invierno 2019,Industry,Spanish,Spain-1883
Empresa familiar,Business & Management,Spanish,Spain-121
Gracias - GEMO 2016,Industry,Spanish,Spain-1116
Impuestos indirectos especiales y aduanas,Tax & Accounting,Spanish,Spain-2493
Guía para la gestión empresarial de la crisis generada por el COVID-19,Business & Management,Spanish,Spain-1016
La actividad concursal en España crece ligeramente,Tax & Accounting,Spanish,Spain-2162
Cómo implementar un Plan Integral para la Hepatitis C en España,Industry,Spanish,Spain-1782
Publicación - X Encuesta Mundial sobre el Coeficiente Digital de las Empresas,Technology,Spanish,Spain-2569
Índice PwC Women in Work,Business & Management,Spanish,Spain-1686
La banca europea afronta el reto de aumentar su rentabilidad en un contexto de tipos bajos y de nuevas exigencias regulatorias,Finance,Spanish,Spain-2116
Temas candentes economía catalana,Government & Controls,Spanish,Spain-1587
¿Qué piensan los directores financieros del impacto económico del COVID-19?,Business & Management,Spanish,Spain-994
15ª Encuesta Anual de CEOs - Tecnología,Technology,Spanish,Spain-1805
El Control de Gestión en tiempos del COVID-19,Government & Controls,Spanish,Spain-963
La industria deportiva aporta el 33% del PIB español y genera 414.000 puestos de trabajo ,Industry,Spanish,Spain-2347
Innovación y cultura ,Business & Management,Spanish,Spain-2451
Contacta con Consultoría - Optimizar las operaciones corporativas,Business & Management,Spanish,Spain-1362
El sector gasístico acabará en 2023 con su déficit histórico ocho años antes de lo previsto ,Industry,Spanish,Spain-2265
El gran desafío del cambio tecnológico,Technology,Spanish,Spain-2375
Alberto Calles - Socio responsable de Regulación Financiera de PwC,Finance,Spanish,Spain-313
XIX Encuesta Mundial de CEOs - Entretenimiento y Medios,Industry,Spanish,Spain-1443
"Conclusiones del webcast: Efectos en el rol de Auditoría Interna, Riesgos y Compliance.",Tax & Accounting,Spanish,Spain-969
Construcción,Industry,Spanish,Spain-2464
PwC lidera el asesoramiento en transacciones en España en los seis primeros meses del año ,Finance,Spanish,Spain-2262
Alineación de costes con la estrategia de negocio,Business & Management,Spanish,Spain-285
PwC lidera el mercado de asesoramiento en M&A en España en los nueve primeros meses de 2016,Finance,Spanish,Spain-2157
Fiscalidad corporativa - Asesoramiento legal y fiscal - PwC España,Tax & Accounting,Spanish,Spain-91
"PwC Tax and Legal Services, entre los despachos más innovadores de Europa",Tax & Accounting,Spanish,Spain-2360
Los consumidores quieren más: crecen las compras tanto en tiendas físicas como en todos los soportes digitales,Industry,Spanish,Spain-2277
Encuesta Mundial de CEOs 2019 - Talento financiero,Business & Management,Spanish,Spain-1637
Compensación y Beneficios,Business & Management,Spanish,Spain-2527
Las empresas del IBEX mejoran la información fiscal como respuesta a las mayores exigencias de sus grupos de interés ,Tax & Accounting,Spanish,Spain-2115
Las mayores exigencias de transparencia empujan a las compañías hacia un modelo de reporting integrado,Tax & Accounting,Spanish,Spain-2022
Observatorio La respuesta a ciberincidentes,Technology,Spanish,Spain-1087
Caminamos juntos mercados de capitales,Finance,Spanish,Spain-195
"Sostenibilidad y private equity, una combinación ganadora",Finance,Spanish,Spain-2404
Contacta con Digital - Ciberseguridad,Technology,Spanish,Spain-1396
Los Private Equity deberán poner más foco en los ingresos dentro de sus planes de creación de valor para alcanzar los retornos requeridos por sus inversores,Finance,Spanish,Spain-2299
"Yolanda Cano, directora responsable de de Imposición Indirecta",Tax & Accounting,Spanish,Spain-946
XX Encuesta Mundial de CEOs - Banca y mercado de capitales,Finance,Spanish,Spain-1663
Conclusiones del webcast: La sanidad privada ante el estado de alarma,Industry,Spanish,Spain-999
PwC incorpora a Álvaro Benzo a su Unidad de Regulación Financiera,Finance,Spanish,Spain-2028
Contacta con Auditoría - Asesoramiento contable,Tax & Accounting,Spanish,Spain-1353
COVID-19: ¿Cómo estructurar la respuesta de tu empresa?,Business & Management,Spanish,Spain-2737
Sanidad,Industry,Spanish,Spain-2471
Informe 2015 Cambio Climático CDP: Edición Iberia 125,Business & Management,Spanish,Spain-1673
"La colaboración entre el Gobierno y las empresas, esencial para aprovechar las ayudas europeas",Government & Controls,Spanish,Spain-1535
Derecho laboral,Business & Management,Spanish,Spain-184
España y el G-20 se alejan del Acuerdo de París,Business & Management,Spanish,Spain-2232
Contacta con Consultoría - Acelerar el impacto digital y tecnológico,Technology,Spanish,Spain-1356
Pensiones,Finance,Spanish,Spain-117
Tecnología Medios y Telecomunicaciones - Asesoramiento legal y fiscal ,Technology,Spanish,Spain-168
Tendencias del Mercado Inmobiliario en Europa 2017,Industry,Spanish,Spain-2765
Perspectivas del sector de Entretenimiento y Medios 2019-2023. España,Industry,Spanish,Spain-1129
Patricia Manca - Socia responsable de Entretenimiento y Medios en PwC España,Industry,Spanish,Spain-848
Alumni PwC España,Business & Management,Spanish,Spain-1386
Soluciones Assurance - Operaciones Sostenibles: una gestión eficiente de la energía y el CO2 de su compañía,Industry,Spanish,Spain-2403
Observatorio de la Industria Hotelera Española - Primavera 2018,Industry,Spanish,Spain-1884
Encuesta Mundial sobre ciberseguridad 2017,Technology,Spanish,Spain-1069
Seguros,Finance,Spanish,Spain-2371
Contacta - Digital - Transporte y turismo,Industry,Spanish,Spain-1407
La frontera del dato - PwC España,Technology,Spanish,Spain-1049
La presión regulatoria sobre las entidades bancarias y su necesidad de desprenderse de activos no estratégicos marcarán el futuro del sector,Finance,Spanish,Spain-2011
Contacta con Servicios Fiscales y Legales - Integrated Compliance,Government & Controls,Spanish,Spain-1380
Informe anual 2015,Tax & Accounting,Spanish,Spain-1189
Las ventas de música digital en España  crecerán un 10% hasta 2019,Industry,Spanish,Spain-2089
